0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
1447,131,0,0
0,0,1447,131
1447,131,0,0
1447,131,0,0
1447,131,0,0
1447,131,0,0
1447,131,0,0
0,0,1447,131
433,131,1014,0
0,0,1447,131
433,131,1014,0
0,0,1447,131
0,0,1447,131
755,131,692,0
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
755,131,692,0
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
755,131,692,0
755,131,692,0
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
755,131,692,0
0,0,1447,131
0,0,1447,131
755,131,692,0
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
755,131,692,0
755,131,692,0
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
755,131,692,0
0,0,1447,131
0,0,1447,131
470,131,977,0
0,0,1447,131
470,131,977,0
0,0,1447,131
0,0,1447,131
451,131,996,0
0,0,1447,131
451,131,996,0
0,0,1447,131
0,0,1447,131
1447,131,0,0
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
1447,131,0,0
0,0,1447,131
0,0,1447,131
1447,131,0,0
0,0,1447,131
153,0,1294,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
145,131,1302,0
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
755,131,692,0
145,131,1302,0
610,0,837,131
123,0,1324,131
0,0,1447,131
487,0,960,131
0,0,1447,131
0,0,1447,131
1447,131,0,0
0,0,1447,131
0,0,1447,131
1447,131,0,0
0,0,1447,131
0,0,1447,131
0,0,1447,131
1447,131,0,0
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
0,0,1447,131
1447,131,0,0
1447,131,0,0
1447,131,0,0
1447,131,0,0
1447,131,0,0
1447,131,0,0
1447,131,0,0
1447,131,0,0
1447,131,0,0
1447,131,0,0
1447,131,0,0
1447,131,0,0
1447,131,0,0
0,0,1447,131
1447,131,0,0
1447,131,0,0
0,0,1447,131
